ResponseId,UserLanguage,Q2_1,Q2_2,Q3,Q4,Q15,Q16,Q17,Q18,Q18_4_TEXT,Q19,Q19_4_TEXT,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_11_TEXT,Q20,Q7,Q7_10_TEXT,Q12,Q13,Q14,Q21
R_6hQMg5xhUiMrbRn,ES-ES,Rio Grande Valley,Brownsville,,Kinder,1-2 years,Hispanic/Latino,White,Single family in the home,,Myself,,"$50,000 - $74,999",2,9,5,4,7,8,3,6,1,10,11,,buenas referencias ,"Strong academic performance of students,Commitment to college readiness,Extracurricular opportunities for students,Social emotional learning and growth",,buen rendimiento en aprendizaje ,mejor sociabilizacion,Que los inscriban ya,mi agradecimiento personal 
R_3mlaBw6Szd5QMUn,ES-ES,El Paso,Rio Vista,Camila Franco ,5th Grade,3-4 years,Hispanic/Latino,White,Single family in the home,,Myself,,"$25,000 - $49,999",7,5,6,3,4,9,10,1,2,8,11,,Sus clases impartidas por maestros calificados y la atención a cada alumno ,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff,Extracurricular opportunities for students,Social emotional learning and growth,Relationship with teachers/staff,Commitment to school safety and security",,"Dándome la seguridad de que mi hija estará bien dentro de la escuela y que sea la prioridad de la escuela mantenerlos a salvo en cualquier circunstancia, la vida de mi hija es lo más importante y la estoy dejando en sus manos para que se le imparta la educación de acuerdo a su nivel educativo. ",Dandole a ella la oportunidad de elegir un método para participar en clases o preguntarles a ellos cómo podrían hacer que en clases participen más los niños ,"Es muy buena escuela, a nivel académico y sobretodo la seguridad de mi hija y su seguridad física y emocional ","No me arrepiento de haber escogido esta escuela, hasta ahora todo a ido muy bien, si he tenido algunos inconvenientes pero siempre me han resuelto con prontitud y amabilidad, gracias."
R_2qdt4xVbajr2NXH,ES-ES,Greater Houston Area,Hardy,,3rd Grade,1-2 years,Hispanic/Latino,White,Single family in the home,,Myself,,"Less than $25,000",2,4,3,10,8,9,6,1,7,5,11,,Mi hijo mayor y su excelencia educativa ,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,Social emotional learning and growth",,Tener mejor comunicación con su estro tutor ,Mejor relación con su maestros ,Que no duden en hacerlo ,
R_22rATXCOC5qvtvB,EN,Rio Grande Valley,San Benito,,"Kinder,2nd Grade",3-4 years,Hispanic/Latino,White,Single family in the home,,My spouse or student's other parent/guardian/step-parent,,"$25,000 - $49,999",4,5,1,6,7,10,8,2,3,9,11,,,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff,Social emotional learning and growth,Relationship with teachers/staff,Commitment to school safety and security",,,,,
R_UA9i5BuF3vT36Qp,EN,Tarrant County,Southeast,,6th Grade,Less than 1 year,Hispanic/Latino,,Single family in the home,,Myself,,"Less than $25,000",1,2,3,4,5,6,8,7,9,10,11,,Wanted to try a difrent school ,,,,,Is a good school ,
R_2QgMFTOar8Q1EpC,EN,Tarrant County,Southeast,,6th Grade,Less than 1 year,Hispanic/Latino,White,Single family in the home,,Myself,,"$25,000 - $49,999",1,2,3,4,7,6,5,8,11,10,9,,Las encuestas y pork semease muy buena escuela,Other (Please specify),Todo,,,K los incrivan es muy buena escuela,Pues no 
R_1kNCAk3fNEuO64w,EN,San Antonio,Burke,,"1st Grade,7th Grade",1-2 years,Hispanic/Latino,White,Single family in the home,,Myself,,"$75,000 - $99,999",1,3,5,7,2,10,9,4,8,6,11,,Idea had all of the values for students that I had for my children,Other (Please specify),"Unfortunately, many of the things I loved about Idea, specifically Burke no longer apply and I will be withdrawing both of my children out of Idea after this year.","Go back to your foundations and culture. Enforce rules and don't tolerate the inmates to run the asylum. Hire teachers that are in it for the long haul and won't get burned out and leave mid-year, leaving the scholars high and dry","Don't have cookie cutter curriculum. I have a scholar who needs to have more challenging curriculum, but they give him extra work and he finishes it and then he's left to his own devices. There should be administrative intervention to discuss ways to challenge students that it. ","At this point, I wouldn't say anything because it wouldn't be good ","The past 2 years were great, but this school year had taken a significant downturn in every way. I won't risk my kids education and mental health to see if Idea Burke will fix the issues by next year. "
R_1M6T8QeEyDXVA6U,EN,Rio Grande Valley,North Mission,,"1st Grade,4th Grade,6th Grade",5+ years,Hispanic/Latino,White,Single family in the home,,"Myself,My spouse or student's other parent/guardian/step-parent",,"$100,000 - $149,999",1,2,3,4,5,6,7,8,9,10,11,,Hearing from others about how wonderful the school is. ,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff,Convenient location/Proximity to home or work,Relationship with teachers/staff,Commitment to school safety and security",,,,,
R_5hvC8FRXB5dvUvD,ES-ES,Tarrant County,Southeast,,3rd Grade,1-2 years,Hispanic/Latino,White,Single family in the home,,Myself,,"$25,000 - $49,999",7,3,1,5,2,6,11,4,9,8,10,Que las emociones y necesidades sean consideradas,Programas educativos,"Convenient location/Proximity to home or work,Commitment to school safety and security",,"Nuestros estudiantes necesitan que sus necesidades emocionales sean escuchadas. Que se sienta seguro, respetado y de importancia para sus maestros. No solo un número en un papel.","Considerando sus necesidades, gustos, pero principalmente emociones. No solo sus habilidades.",Que es una escuela con maestros muy exigentes y muy poco amables I accesibles con los estudiantes. ,Mi hijo es un estudiante con muy buenos grados y muchas habilidades adaptativas y sin embargo no quiere ir de nuevo a esta escuela el próximo año.
R_115E7pz21fJ3Uy3,ES-ES,Austin,Rundberg,,2nd Grade,Less than 1 year,Hispanic/Latino,White,Single family in the home,,Myself,,"Less than $25,000",6,2,4,5,8,7,3,1,9,10,11,, Muy buena escuela,Strong academic performance of students,,, Ayudándolos a aprende,Es la mejor escuela,Grasias por serlos mejores
R_2Vkydpgwvll5kmq,ES-ES,Rio Grande Valley,Rio Grande City,,"5th Grade,8th Grade",1-2 years,Hispanic/Latino,,Single family in the home,,Other (Please specify),Padre y Madre ,"Less than $25,000",1,2,7,8,4,6,5,9,10,3,11,,Que a ido adquiriendo buena reputación y el horario,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff,Extracurricular opportunities for students,Social emotional learning and growth,Convenient location/Proximity to home or work,Relationship with teachers/staff,Commitment to school safety and security",,Tener más organización  en lo administrativo y cuidar más a sus maestros ,Mejorar su alimentación principalmente que los alimentos los cocinen bien  y con más cuidado,Que es buena escuela,Que es muy buena pero si podría mejorar en lo deportivo y extra curricular
R_24N4bXakn1dL4vg,EN,San Antonio,South Flores,,5th Grade,5+ years,Hispanic/Latino,White,Single family in the home,,Myself,,"$150,000 - $199,999",2,4,6,9,8,10,7,1,3,5,11,,The dedication of the teachers to help young minds learn and have fun doing it,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff,Extracurricular opportunities for students,Social emotional learning and growth,Convenient location/Proximity to home or work,Relationship with teachers/staff,Commitment to school safety and security",,It’s concerning when I drive by the school and all the gates are open on both entry and exit ways,,Try it you won’t be disappointed ,The teachers are excellent 
R_2xEjfHJzG1JY2dg,EN,El Paso,Edgemere,,"Kinder,5th Grade",5+ years,Hispanic/Latino,White,Single family in the home,,"Myself,My spouse or student's other parent/guardian/step-parent",,"$100,000 - $149,999",3,1,5,6,2,8,9,7,4,10,11,,"Individualized education, better college opportunities ","Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,Convenient location/Proximity to home or work,Relationship with teachers/staff,Commitment to school safety and security",,,,,
R_21di9JtchzhuEXA,ES-ES,San Antonio,Ewing Halsell,,9th Grade,3-4 years,Hispanic/Latino,White,Single family in the home,,Myself,,"$25,000 - $49,999",3,7,4,8,10,6,5,1,2,11,9,,Que ay mas seguridad q en otras escuelas y creo q es muy buena Escuela para q mi hijo Estudie ,"Strong academic performance of students,Commitment to college readiness,Commitment to school safety and security",,,,,
R_BtU7IwScrqBFCmd,EN,San Antonio,Judson,,3rd Grade,3-4 years,Hispanic/Latino,,Single family in the home,,Myself,,,,,,,,,,,,,,,,Other (Please specify),No longer interested in staying,Communication ,"More involvement, communicate ",Do not recommend ,
R_22n2JuX4MciwCQB,EN,Rio Grande Valley,Elsa,,"4th Grade,5th Grade,7th Grade",3-4 years,Hispanic/Latino,,Single family in the home,,Myself,,"Less than $25,000",11,2,4,5,8,9,3,7,6,10,1,Faith,Trying ,Convenient location/Proximity to home or work,,,,Try it... but honestly it's not for everyone.,No
R_3HZedCdBIQ3IYxm,EN,Greater Houston Area,Hardy,,Kinder,Less than 1 year,Hispanic/Latino,White,Single family in the home,,Other (Please specify),My husband and I ,"Less than $25,000",,,,,,,,,,,,,We heard that it was a good school but it was not true ,Other (Please specify),My son wants to continue in this school that’s why he is staying because I was going to change him ,Hiring a better principal and staff from kinder teachers nothing bad to say they were really good ,Better treat from the principal and counselors ,Don’t do it ,"Yes in this year that I had my son their they changed principal two o 3 times, the kinder teachers leader we never had a good support from her like they other kinder teachers "
R_9L9LcNZSYZFHhHX,EN,Rio Grande Valley,Edinburg,,7th Grade,1-2 years,Hispanic/Latino,White,Single family in the home,,Myself,,"$100,000 - $149,999",4,6,2,8,1,7,9,3,10,5,11,,College prep,Commitment to college readiness,,Better communication ,More mental health safety concerns ,,
R_zZhM6A1rNd83Jy9,EN,El Paso,Horizon Vista,,"Pre-K,1st Grade",3-4 years,Hispanic/Latino,White,Single family in the home,,Myself,,"$150,000 - $199,999",9,4,7,6,3,5,10,1,2,8,11,Zero woke education ,Campus Safety,"Individualized learning experience for students,Extracurricular opportunities for students,Social emotional learning and growth,Convenient location/Proximity to home or work,Relationship with teachers/staff,Commitment to school safety and security",,Police or armed security at the school during school hours. ,Extracurricular activities,"The teachers have excellent communication with the parents. The campus is safe, gates are always closed and they have a speaker call button before you are let in the school. ","The teachers deserve so much credit for keeping Idea full of students. They always communicate with the parents any information that can benefit the student. I love that for different events they have at the school some teachers will send a picture of my child to the parent. It’s such a special thing to receive pictures of how my child is enjoying school. I love how the teachers seem to love our children and their job. Mrs.Pérez, Mrs. Márquez, Mr. Garcia, Mrs. Lopez, Mrs. Ceballos and Mrs. Guerra have been amazing to both of my daughters and always communicate any concerns and inform me of anything I should be proud of my girls for. I appreciate how much they put into their positions as teachers and their efforts to make the students enjoy school everyday does not go unnoticed. "
R_3F2mmZoWVdklhJn,EN,Rio Grande Valley,Quest,,"Kinder,5th Grade,8th Grade",5+ years,Hispanic/Latino,White,My student splits time between households/joint custody,,"Myself,My spouse or student's other parent/guardian/step-parent,The student",,"$150,000 - $199,999",7,8,4,6,2,5,9,1,3,10,11,,Different environment ,"Strong academic performance of students,Convenient location/Proximity to home or work",,"Provide more extracurricular activities at a younger age, offer certificate programs in high school. Dual credit classes","More extracurricular, more resources on trade schools- 4 year is not for everyone ","It’s a good campus is your child is fully involved in academia. Does not offer a variety of extracurricular which helps students grow and they only push 4 year college, which is great, but there are so many other high paying jobs that require less.",
R_3lYLA1cO0MpFcop,EN,Southern Louisiana,Innovation,,8th Grade,Less than 1 year,Non Hispanic or Latino,Black of African American,Single family in the home,,"Myself,My spouse or student's other parent/guardian/step-parent",,"$25,000 - $49,999",1,4,8,9,10,3,11,7,6,2,5,,Close to home ,,,Need more qualified teachers who care about children getting a good education and communicating with parents more ,Better teachers,Don’t ,No 
R_1oHXhEJyr6YzGzr,EN,Rio Grande Valley,Brownsville,,9th Grade,5+ years,Hispanic/Latino,White,Single family in the home,,"Myself,My spouse or student's other parent/guardian/step-parent",,"$100,000 - $149,999",2,5,1,8,9,7,11,4,6,3,10,Good food that teachers will also eat,Good curriculum.  Close to home,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff,Convenient location/Proximity to home or work,Commitment to school safety and security",,Have more interactions with teachers and be fair to all students .no favorites.  And why do they have to take dpanish till they graduate,No favorites ,Very good school. ,Have other  classes like music .  Body building clubs. 
R_325zbGoT4qNM2is,EN,San Antonio,Robinson,,7th Grade,Less than 1 year,,Black of African American,Single family in the home,,"Myself,My spouse or student's other parent/guardian/step-parent,The student,Other (Please specify)",Older brother ,"$150,000 - $199,999",7,6,2,4,5,10,9,1,3,8,11,,Small environment,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff,Extracurricular opportunities for students,Social emotional learning and growth,Convenient location/Proximity to home or work,Relationship with teachers/staff,Commitment to school safety and security",,More parent involvement and communication ,Challenge my child daily with academic achievement and extracurricular activities ,Definitely try it. It will help accelerate your child’s learning. ,Need more strict policies that applies to all idea schools. 
R_2usQrNFFLfAfl5G,EN,Rio Grande Valley,Donna,,"Pre-K,3rd Grade",Less than 1 year,Hispanic/Latino,White,Single family in the home,,Myself,,"$25,000 - $49,999",1,2,3,4,5,6,8,7,9,10,11,,I chose to enroll my kids at this school cause they’re cousins are in this school and this school also cares about the students education ,"Strong academic performance of students,Commitment to college readiness",,,,Best school for your child to be at ,
R_3n3gTJAOkRa0I1o,EN,Tarrant County,Rise,"Za’lyne, Xakari, zohara Coleman","Kinder,3rd Grade,4th Grade",Less than 1 year,Non Hispanic or Latino,,Single family in the home,,Myself,,"$100,000 - $149,999",2,4,1,8,5,6,3,7,9,10,11,,,"Commitment to college readiness,Social emotional learning and growth,Convenient location/Proximity to home or work",,,,,
R_1EaIwVU7I9JvlzN,EN,Permian Basin,Yukon,,Kinder,Less than 1 year,Hispanic/Latino,White,Single family in the home,,Myself,,"$50,000 - $74,999",10,1,3,2,4,9,8,5,6,7,11,,City special education program is under staffed and I know my child would be better with more help and a not so stressed out teacher and aids,"Strong academic performance of students,Individualized learning experience for students,High-quality teaching staff,Social emotional learning and growth,Convenient location/Proximity to home or work,Relationship with teachers/staff,Commitment to school safety and security",,I wish there were more opportunities for events for rise or learning events to help both children and students in understanding their child and the child’s needs ,More Rise activities? Some sports? ,Do it! I recommend it to a lot of people. I am happy with IDEA,
R_1Iyh6wegxytX3Y6,EN,San Antonio,Mays,,"7th Grade,8th Grade",5+ years,Hispanic/Latino,White,Single family in the home,,Myself,,"$25,000 - $49,999",3,7,2,10,4,9,6,1,8,5,11,,Safety and class size,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff,Extracurricular opportunities for students,Social emotional learning and growth,Convenient location/Proximity to home or work,Relationship with teachers/staff,Commitment to school safety and security",,More options for sports for our kids to motivate themselves to be part of a team and have good grades to participate. ,More sports,Safety is priority and class interaction is priority ,I’ve never seen the school give the honor roll students a honor roll sticker for us parents to show our pride in Idea mays and our kids. I live near Burke and I see stickers for that school all the time. Uhhh
R_3fN3fc6OnWk5xJJ,EN,San Antonio,Judson,,7th Grade,3-4 years,,Asian,Single family in the home,,"Myself,My spouse or student's other parent/guardian/step-parent",,"$50,000 - $74,999",1,2,3,4,5,7,6,8,9,10,11,,,Strong academic performance of students,,,,,
R_sur7CJgdr0lhwkx,EN,Tampa,Victory,,6th Grade,Less than 1 year,Non Hispanic or Latino,Black of African American,Single family in the home,,Myself,,"$50,000 - $74,999",8,5,3,6,4,10,7,2,1,9,11,,I do not know I wish I never did nothing but chaos at this day care,Other (Please specify),Nothing just waiting for school to dismiss wish I could go now,Close down permanently ,Can’t let my kids down,Run fast this is not a good school,Yes there was an incident where my kids was touched by a female student and CPI was involved and no one from the school reached out about my son safety. If this was a female that was touched circumstances would have been different. Fuck IDEA
R_3MgSKccJxavy9AZ,EN,San Antonio,Walzem,,5th Grade,5+ years,Hispanic/Latino,White,Single family in the home,,Myself,,"$50,000 - $74,999",10,2,1,4,5,9,6,7,3,8,11,,How involved the teachers are with the children learning skills,Individualized learning experience for students,,Nothing. Our school is the Best ,More technology,Idea is a great school,Pictures at the entrance and exits of the parking lot throughout the year
R_22xzdd9O0kxSCEE,EN,San Antonio,South Flores,,"5th Grade,7th Grade,10th Grade",5+ years,Hispanic/Latino,White,Single family in the home,,Myself,,"$50,000 - $74,999",2,3,4,5,7,8,9,1,6,10,11,,,"Strong academic performance of students,Commitment to college readiness,High-quality teaching staff,Commitment to school safety and security",,"I believe deferring back to the stricter Dress code will eliminate the increased behavioral issues and student misconduct the school now has. My children come home daily with stories of fights, kids smoking no vaping, kids disrespecting teachers. This was never an issue in the past like it is now. ","My child’s needs are met, however they do complain about lunch not always being fresh and being served expired products .",Idea is a great and challenging campus ,
R_3izq48wvYzorXse,EN,El Paso,Rio Vista,,1st Grade,3-4 years,Hispanic/Latino,White,Single family in the home,,"Myself,My spouse or student's other parent/guardian/step-parent",,"$25,000 - $49,999",10,2,4,6,3,7,8,1,5,9,11,,I want a better opportunity for my kids,"Strong academic performance of students,Convenient location/Proximity to home or work,Relationship with teachers/staff",,Provide more security ,Pay closed attention on students needs,Yes do its a good school,"Overall its good. Good staff good environment just some little stuff like the food my kid complain about the food constantly, more security, more fun activities for kids   "
R_5b6fn7DqQ9pdRM5,EN,El Paso,Mesquite Hills,,Pre-K,Less than 1 year,Hispanic/Latino,White,Single family in the home,,Myself,,"$50,000 - $74,999",1,2,7,3,4,5,6,11,8,9,10,,,Convenient location/Proximity to home or work,,More security ,More organization ,,
R_2TKLrARXkEkSN7c,EN,Rio Grande Valley,North Mission,North Mission,"1st Grade,3rd Grade,10th Grade",3-4 years,Hispanic/Latino,White,Single family in the home,,"Myself,My spouse or student's other parent/guardian/step-parent",,"$25,000 - $49,999",9,5,3,7,1,10,2,4,8,6,11,,I work with IDEA.,"Strong academic performance of students,Individualized learning experience for students,Social emotional learning and growth,Convenient location/Proximity to home or work,Relationship with teachers/staff",,Better communication when students get to college prep. ,Safety improvements around campus,Attend a tour of the schools in you are interested. There is separation between IA and CP students and communication between Lead Teams to ensure student safely and academic success. ,
R_1MMozsad0qr9yqe,EN,San Antonio,South Flores,,2nd Grade,3-4 years,Hispanic/Latino,White,My student splits time between households/joint custody,,Myself,,"Less than $25,000",1,2,3,4,5,6,7,8,9,10,11,,I love how the idea schools are all focused on the education of college ready ,Strong academic performance of students,,Na,Na,I would tell them to do it and it's worth it the school is amazing and the way they teach your child you will be amazed by it on how fast they read and how focused they are on wanting to go to college ,No
R_32L0nRwJr7YEQmH,EN,Austin,Montopolis,,"Kinder,4th Grade,5th Grade",Less than 1 year,Hispanic/Latino,,Single family in the home,,"Myself,My spouse or student's other parent/guardian/step-parent",,"$50,000 - $74,999",1,3,2,7,8,9,5,6,10,4,11,,Because they prepare them to go the college ,"Strong academic performance of students,Commitment to college readiness",,Keep up the good work ,,I highly recommended ,
R_30jxdTsPIjrs2cl,EN,,,,"Kinder,5th Grade,6th Grade,9th Grade",3-4 years,Hispanic/Latino,White,Single family in the home,,"Myself,My spouse or student's other parent/guardian/step-parent",,"$50,000 - $74,999",2,3,6,8,9,5,10,4,1,7,11,,Heard good things from other families ,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,Extracurricular opportunities for students,Convenient location/Proximity to home or work",,To not have many substitutes,Have all necessary equipment provided for sports,Robindale is a great choice,
R_0CKludSQ108vSVj,ES-ES,Rio Grande Valley,Pharr,,Kinder,Less than 1 year,Hispanic/Latino,White,Single family in the home,,Myself,,"Less than $25,000",1,2,6,7,3,5,4,8,9,10,11,,Ea una de las mejores escuelas ,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff,Extracurricular opportunities for students,Social emotional learning and growth,Convenient location/Proximity to home or work,Relationship with teachers/staff,Commitment to school safety and security",,Una mejor Atencion individualizada,,Que es la mejor elección que pueden hacer,Que a pesar que es su primer año a avanzado mucho
R_28IZnw5FMtgS9kA,EN,Tarrant County,Rise,,3rd Grade,3-4 years,Non Hispanic or Latino,Black of African American,My student splits time between households/joint custody,,Myself,,,9,3,2,6,4,8,5,1,10,7,11,,New school with new opportunity ,"Strong academic performance of students,Commitment to college readiness,Convenient location/Proximity to home or work,Commitment to school safety and security",,Strengthen family partnership,Tailor more to individual learning development ,,
R_1Kfeho0oa5axIen,EN,Austin,Round Rock Tech,,1st Grade,1-2 years,Non Hispanic or Latino,Asian,Single family in the home,,"Myself,Other (Please specify)",My spouse,"$75,000 - $99,999",1,2,5,6,4,7,3,8,9,10,11,,Good education ,"Strong academic performance of students,Individualized learning experience for students,Convenient location/Proximity to home or work,Relationship with teachers/staff,Commitment to school safety and security",,Include more extracurricular like music and sports. Also the hours are school are long as compared to other school. So if they can leave by 3:15 ?,,Join idea!!,
R_1IK0zCitiOakCw6,EN,Tarrant County,Achieve,,9th Grade,1-2 years,Non Hispanic or Latino,Black of African American,Single family in the home,,Myself,,"$50,000 - $74,999",1,2,3,4,5,6,7,9,8,10,11,,"Smaller classes, college preparing ","Strong academic performance of students,Commitment to college readiness,Commitment to school safety and security",,"Better professional staff in college prep, better security thru our the building ","Teacher that take time to teach, especially the special needs room.",Pass,5 out 10 
R_3gd2tXPB21i7Dl7,EN,Rio Grande Valley,Riverview,,10th Grade,3-4 years,Hispanic/Latino,White,Single family in the home,,Other (Please specify),BOTH MOM AND DAD,"$25,000 - $49,999",4,7,1,8,6,9,10,2,3,5,11,Sports all year long like soccer,College preparation,"Strong academic performance of students,Commitment to college readiness,High-quality teaching staff,Social emotional learning and growth,Commitment to school safety and security",,"To have sports programs all year long and be suspended or not permitted to continue using school fields for tranning or games before or after the tournaments conclude., like the soccer program","Sports programs all year long, not withsating the tournaments are over.",,
R_1Q0iZPwxL9zPNWP,EN,San Antonio,Ewing Halsell,,"7th Grade,8th Grade",3-4 years,Hispanic/Latino,White,Single family in the home,,"Myself,The student",,"$75,000 - $99,999",4,6,5,7,8,10,9,2,1,3,11,,College Culture and readiness,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff,Extracurricular opportunities for students,Social emotional learning and growth,Relationship with teachers/staff,Commitment to school safety and security",,Idea needs to improve on the logistics for student pickup. There are too many fake-walkers that are released before the parents who wait in line for an hour. It is unsafe to allow walkers and more importantly fake walkers to cut through traffic. I don’t understand how this is allowed. I’m not buying the lack of affordability for SAPD traffic control because I’ve seen them at Idea on Judson Rd. ,"Student award fairness. For example my child aced their Mach math STAAR exam and actual STAAR exam, received straight A’s all year and was never called for student awards, but teachers/staff members kids receive awards with less performance and some failing grades. That type of award system brings down morale and motivation in high performing students. ",Prepare your children to be ambitious and not to expect awards for high performance especially if their classmates parents are teachers or staff members.,
R_3nODQnClsVEghyl,EN,San Antonio,Judson,,8th Grade,5+ years,Hispanic/Latino,White,Single family in the home,,My spouse or student's other parent/guardian/step-parent,,"$100,000 - $149,999",6,1,2,3,5,10,7,4,8,9,11,,"Curriculum, student focus, college prep","Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff,Social emotional learning and growth,Relationship with teachers/staff,Commitment to school safety and security",,Continued communication ,Continue studying challenges ,Just do it,
R_3fuUZ27MAvkexot,EN,San Antonio,Hidden Meadow,,Kinder,Less than 1 year,Non Hispanic or Latino,Black of African American,Single family in the home,,"Myself,My spouse or student's other parent/guardian/step-parent",,"$150,000 - $199,999",10,1,3,7,2,5,4,6,8,9,11,,Curriculum based on my child’s level and music ,"Individualized learning experience for students,High-quality teaching staff,Convenient location/Proximity to home or work",,Provide more talking points/questions for us to further reinforce current learning topics,"More project-based learning/fewer worksheets, more learning disguised as play",,
R_9KwIkPdstD9uXzr,EN,San Antonio,South Flores,,3rd Grade,3-4 years,Hispanic/Latino,White,Single family in the home,,Myself,,"Less than $25,000",,,,,,,,,,,,,College prep,High-quality teaching staff,,,,,
R_2e84hJ3dxl09tZS,EN,El Paso,Mesquite Hills,,6th Grade,Less than 1 year,Hispanic/Latino,White,Single family in the home,,Other (Please specify),Both parents ,"$100,000 - $149,999",6,1,3,4,2,8,10,5,9,7,11,,Curriculum ,"Strong academic performance of students,High-quality teaching staff,Commitment to school safety and security",,More parent/teacher meetings ,More individual learning ,"Great school, teachers and principal ",
R_uyLIfwYNkYZPzEd,EN,Rio Grande Valley,North Mission,,4th Grade,5+ years,Hispanic/Latino,White,Single family in the home,,"Myself,My spouse or student's other parent/guardian/step-parent",,"$25,000 - $49,999",3,9,5,10,7,6,8,1,2,4,11,All of these are number 1 to me. ,"We choose IDEA because of thier commitment to get every student into college, that is their main focus. I do wish that there was extracurricular activities in the school. Such as folklorico, theater arts, sports, and band. ","Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff,Social emotional learning and growth,Convenient location/Proximity to home or work,Relationship with teachers/staff,Commitment to school safety and security",,By adding extra curricular activities ,By adding extra curricular activities ,"That its a great school that focus on getting the kids into college and prepares them from day one of pre k., but that it only lacks the presence of extra curricular activities ",
R_1JIx5GwpDykPyhQ,EN,Rio Grande Valley,San Benito,,8th Grade,5+ years,Non Hispanic or Latino,White,Single family in the home,,My spouse or student's other parent/guardian/step-parent,,"$150,000 - $199,999",1,6,2,8,7,10,5,3,4,9,11,,College matriculation reputation ,"Commitment to college readiness,High-quality teaching staff,Social emotional learning and growth,Convenient location/Proximity to home or work,Relationship with teachers/staff,Commitment to school safety and security",,Idea San Benito is doing an outstanding job,"Again, outstanding work. Continue your commitment. ","Great school, with teachers who care. ",
R_1IREexoZ4DN0FZd,ES-ES,San Antonio,Ingram Hills,,"Kinder,7th Grade",3-4 years,Hispanic/Latino,White,Single family in the home,,Myself,,"$25,000 - $49,999",1,2,3,4,5,6,7,8,9,10,11,,Mejor escuela para ir ala universidad ,"Strong academic performance of students,Commitment to school safety and security",,,,Que es muy buena escuela y segura,
R_1dm38fDGXBjtWfb,EN,Jacksonville,River Bluff,,Kinder,Less than 1 year,Non Hispanic or Latino,Black of African American,Single family in the home,,Myself,,"$25,000 - $49,999",3,1,6,7,2,8,9,4,5,10,11,,Didn't have the opportunity to attend an school like this growing up. So why not . I want the best education for my child. ,"Strong academic performance of students,Individualized learning experience for students,Social emotional learning and growth,Relationship with teachers/staff",,Continue doing what you guys are doing ! ,,Do it !!!,
R_3lzFj6QX0ABSoWH,EN,Rio Grande Valley,Edinburg,Idea academy edinburg idea edinburg college prep,"Pre-K,10th Grade",5+ years,Hispanic/Latino,White,Single family in the home,,Myself,,"$25,000 - $49,999",1,10,4,7,8,6,9,2,3,5,11,,The success in academics that my sophmore has developed helped me decide to continue the same path with my younger child,"Strong academic performance of students,Commitment to college readiness,Convenient location/Proximity to home or work,Relationship with teachers/staff,Commitment to school safety and security",,If there was an extracurricular activity involving ranching or farming ,Help with developing social skill or public speaking skills,I have had my oldest since kinder and the comminication that comes with the elementry years helped make sure in her college prep years she was ready to keep up her grades with limited need for my help. The focus that is placed on academics helped my child develop their focus on a better education experience. ,
R_Cfsqs2s3zgYbc6R,EN,Rio Grande Valley,Weslaco Pike,,7th Grade,1-2 years,Hispanic/Latino,White,Single family in the home,,Myself,,"$50,000 - $74,999",1,4,6,8,5,10,9,2,7,3,11,,,"Strong academic performance of students,Commitment to school safety and security",,,,,
R_3NIelX0Vs2f2W06,EN,Rio Grande Valley,Rio Grande City,,Pre-K,Less than 1 year,Hispanic/Latino,White,Single family in the home,,My spouse or student's other parent/guardian/step-parent,,"$50,000 - $74,999",1,4,9,5,6,10,3,2,8,7,11,,,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff,Extracurricular opportunities for students,Social emotional learning and growth,Convenient location/Proximity to home or work,Relationship with teachers/staff",,,,,
R_1DULoZYy53pDK4K,EN,San Antonio,Brackenridge,,10th Grade,1-2 years,Non Hispanic or Latino,,Single family in the home,,Myself,,"$25,000 - $49,999",7,9,3,6,5,4,10,1,2,8,11,Career opportunity program ,College encouraged facility that is safe and support. This school teaches life skills such as punctuality and responsibility ,Commitment to school safety and security,,,"Offer trade career opportunities such as cosmetology license or business and finance, hvac certificate etc and lockers to prevent future back deterioration",Do it,
