ResponseId,UserLanguage,Q2_1,Q2_2,Q3,Q4,Q5,Q6_4,Q6_13,Q6_2,Q6_3,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_12_TEXT,Q7,Q7_8_TEXT,Q8,Q8_5_TEXT,Q9,Q9_10_TEXT,Q10,Q10_7_TEXT,Q11,Q12,Q13,Q14
R_2wG3CEWM46RoNbq,EN,Jacksonville,River Bluff,,"Kinder,1st Grade","$50,000 - $74,999",2,6,8,7,5,4,11,12,9,3,1,10,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Family partnership approach,Highly qualified and trained staff",,"Developing a well-rounded skillset,Developing strong character traits",,"Class sizes,Safety and security",,Referral from friend or family member,,Yes,Entering kindergarten,N/A,
R_OuLA5wmlQXUXAtz,EN,Rio Grande Valley,Brownsville,,Pre-k,"Less than $25,000",2,4,6,7,3,9,8,10,11,5,1,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,The availability of individualized learning opportunities",,Developing a well-rounded skillset,,"Cost of attendance,Safety and security",,Online search,,No,,,
R_DdCKDctPbIPZWLL,EN,Permian Basin,Yukon,Travis ,2nd Grade,"Less than $25,000",1,2,4,5,7,3,9,6,11,10,8,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,"Availability of transportation,Cost of attendance,Safety and security,Bilingual Education Program",,Referral from friend or family member,,No,There are no teachers in his current school. They share teachers for different grades ,They have better teachers and a good curriculum ,
R_1jSThCwui1Kx2rH,EN,Permian Basin,Yukon,,"6th Grade,7th Grade,8th Grade,9th Grade,10th Grade,11th Grade,12th Grade","$75,000 - $99,999",2,3,7,4,8,1,10,11,9,5,6,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Developing a well-rounded skillset,Developing strong character traits",,,,Online search,,No,My son will be attending Jr high this year I heard to much negative things about school he will be attending. ,Just to focus the well being of my child and at the same time giving the opportunity to grow in education he is a very smart child I feel with the right focus and education not having to worry about if someone going to pick on him because he honest and kind.He can focus on his education. ,At this there is nothing else.
R_3EswYlPuzqXb7On,EN,Austin,Parmer Park,,5th Grade,"$25,000 - $49,999",3,1,6,2,5,4,7,8,9,10,11,12,,"Reputation for academic excellence/Track record of success,Commitment to college preparation,The availability of individualized learning opportunities",,"Preparing for college,Developing a well-rounded skillset",,"Safety and security,Curriculum and academic rigor",,Other (Please specify),School close to our home,Yes,Curriculum and location,"Security and safety, curriculum ",
R_2vcDmgpZTGkspSB,EN,Rio Grande Valley,Edinburg,,"Pre-k,4th Grade","$25,000 - $49,999",3,7,8,4,6,2,10,11,9,5,1,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Developing a well-rounded skillset,Developing strong character traits",,Cost of attendance,,Online search,,Yes,Specialized individual personalized education. ,More communication between school and parents and teachers trained to work with special needs children ,
R_vjBVHWi4kM7Gyk1,EN,San Antonio,Burke,,"Kinder,7th Grade","$25,000 - $49,999",3,4,5,6,8,9,10,7,11,1,2,12,,"Reputation for academic excellence/Track record of success,Commitment to college preparation",,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,"Class sizes,Safety and security,Diversity and inclusion,Curriculum and academic rigor",,Social media,,Yes,,,
R_2tLFFJY5fxlKVJP,EN,Greater Houston Area,Spears,,1st Grade,"$25,000 - $49,999",3,4,8,7,6,9,10,11,5,2,1,12,,Reputation for academic excellence/Track record of success,,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,"Availability of transportation,Safety and security,Curriculum and academic rigor,Bilingual Education Program,Social Emotional Learning Programs",,"Online search,Social media,A Community Event",,No,Academic ,Exelent,No
R_33fLYwZsBXbStNm,ES-ES,Rio Grande Valley,Donna,No,"1st Grade,4th Grade","$25,000 - $49,999",2,6,3,7,8,9,10,1,11,4,5,12,,Reputation for academic excellence/Track record of success,,Developing a well-rounded skillset,,"Safety and security,Bilingual Education Program",,Referral from friend or family member,,Yes,Educación Bilingüe ,Mejor personalizacion,Protección y atencion
R_1nMARp0kf33MeY4,EN,Austin,Parmer Park,Pflugerville ,Kinder,"$100,000 - $149,999",3,1,2,9,5,4,6,11,10,7,8,12,,"Reputation for academic excellence/Track record of success,Commitment to college preparation",,"Preparing for college,Developing a well-rounded skillset",,"Class sizes,Curriculum and academic rigor,Other (Please specify)",Special education supports and clear science of reading approach,Other (Please specify),Work in education,Yes,We considered whether other schools might have a stronger approach to reading instruction and better sped support,"Stronger instruction,  more qualified and trained educators",I was disappointed in the organization of the learning environment and state of instructional materials when we toured. It didn't seem like an inviting place for kindergarteners.
R_3r2M704GyS2zv8J,EN,San Antonio,Brackenridge,,"6th Grade,10th Grade","$100,000 - $149,999",2,1,9,4,11,5,3,10,8,6,7,12,,"Reputation for academic excellence/Track record of success,Commitment to college preparation,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,Availability of transportation,,"Referral from friend or family member,Social media,Billboard or other outdoor advertising",,Yes,"Better curriculum, better environment and more structured school",,
R_2tbzb7jazmPGATX,EN,Greater Houston Area,Spears,,"4th Grade,7th Grade","Less than $25,000",4,1,8,7,3,10,5,9,11,6,2,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,"Availability of transportation,Safety and security,Career and Technical Education programs",,"Online search,A Community Event",,No,,Hands on learning. ,
R_a4rC29SuNZ39cIx,EN,Rio Grande Valley,Alamo,,1st Grade,"Less than $25,000",1,2,10,6,7,8,3,9,11,5,4,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,,,Referral from friend or family member,,Yes,,Excellent college preparation and excellent staff and safety ,Everything is Great and love how my son is learning more and will enroll soon my other son as well 
R_r9COVPowNEndKuZ,ES-ES,,,,"3rd Grade,6th Grade,9th Grade","Less than $25,000",1,3,4,5,7,10,9,6,11,8,2,12,,Reputation for academic excellence/Track record of success,,"Preparing for college,Developing a well-rounded skillset",,"Safety and security,Curriculum and academic rigor,Career and Technical Education programs,Social Emotional Learning Programs",,Social media,,No,La educación y el respeto ,Si,Ser alguien en la vida 
R_1l3Nl0L3COven7H,EN,Permian Basin,Yukon,,5th Grade,"$100,000 - $149,999",1,2,5,7,3,8,6,11,9,4,10,12,,Commitment to college preparation,,Developing a well-rounded skillset,,,,Referral from friend or family member,,Yes,Growth through high school,A friendly and inclusive jr high experiece free drom bulling ,"My son looks forward to being with friends, in a safe learning environment "
R_3EsdLyDplpOBVyR,EN,Greater Houston Area,Lake Houston,,6th Grade,"$75,000 - $99,999",4,1,9,8,7,2,5,11,6,10,3,12,,Reputation for academic excellence/Track record of success,,Developing a well-rounded skillset,,Curriculum and academic rigor,,A Community Event,,Yes,Middle School,,
R_21GMdO3TDxcG4Ax,EN,Rio Grande Valley,Donna,,"6th Grade,7th Grade","Less than $25,000",2,4,5,6,9,8,7,11,10,3,1,12,,"Reputation for academic excellence/Track record of success,Commitment to college preparation",,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,,,Other (Please specify),,Yes,They were currently at Idea but due to personal situation has to move out of town.,"More extra activities such as choir, more sports , dance ",
R_3psCdMcNR8gicpk,ES-ES,Tarrant County,Edgecliff,,4th Grade,"$25,000 - $49,999",2,7,4,8,9,10,1,11,6,5,3,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,"Availability of transportation,Safety and security,Diversity and inclusion,Curriculum and academic rigor,Bilingual Education Program,Career and Technical Education programs,Social Emotional Learning Programs",,"Referral from friend or family member,Other (Please specify)",Asistía anteriormente ,No,"Nivel académico, Idea es muy buena","Atención a los alumnos, comunicación con los padres ","Desarrollo, metas independientes."
R_2rZXWgKJ3Ma4lq1,EN,Rio Grande Valley,Harlingen,,5th Grade,"$25,000 - $49,999",1,3,4,5,6,7,8,9,10,11,2,12,,Focus on whole child development,,Developing a well-rounded skillset,,,,Other (Please specify),,Yes,,Shes already there and loves it,
R_PNvXaNMw3EiKDHb,EN,San Antonio,Burke,,Kinder,"$25,000 - $49,999",8,1,9,3,4,6,7,11,10,5,2,12,,Family partnership approach,,"Preparing for college,Pursuing a specific career of field,Developing strong character traits",,Class sizes,,Referral from friend or family member,,No,,,
R_2DMv9jAhCZCAtpK,ES-ES,Austin,Kyle,,2nd Grade,"$100,000 - $149,999",3,1,8,5,11,6,2,9,10,7,4,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,"Availability of transportation,Bilingual Education Program",,"Referral from friend or family member,Social media,Billboard or other outdoor advertising",,Yes,,"Mayor atención a los estudiantes y la información constante a los padres acerca de todo lo que se realiza en la escuela, la atención oportuna de los maestros en cuanto se tiene dudas con cosas de los estudiantes",Trasporte escolar
R_1LAmztD7NOnZ4Hx,ES-ES,San Antonio,Eastside,,"5th Grade,8th Grade","$25,000 - $49,999",1,2,3,4,5,9,6,7,10,11,8,12,,Commitment to college preparation,,Preparing for college,,Bilingual Education Program,,Billboard or other outdoor advertising,,Yes,Creo que es importante que sea una escuela bilingüe ,,No 
R_22ZoLKmBp7l9rBT,EN,Greater Houston Area,Hardy,,"1st Grade,3rd Grade,5th Grade,9th Grade","$25,000 - $49,999",3,4,5,6,8,2,9,10,11,7,1,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,"Availability of transportation,Safety and security",,Billboard or other outdoor advertising,,Yes,,,
R_SHUv9Llynr2IaWJ,EN,El Paso,Edgemere,,"3rd Grade,5th Grade,8th Grade","$50,000 - $74,999",3,4,11,5,7,6,9,10,8,2,1,12,,The availability of individualized learning opportunities,,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,Curriculum and academic rigor,,Referral from friend or family member,,No,Too focused on testing and no individualized action ,"Real tools for my children's growth in academics and real life, not just testing ",
R_XYDZLfntcnTnIyZ,EN,San Antonio,Walzem,,"1st Grade,2nd Grade","$25,000 - $49,999",2,4,5,6,7,8,9,10,1,11,3,12,,,,Preparing for college,,Career and Technical Education programs,,Referral from friend or family member,,Yes,Awesome ,Non,It is good school
R_1OTUHfjepSYGkVO,EN,Greater Houston Area,Lake Houston,,5th Grade,"$50,000 - $74,999",1,4,5,7,8,6,9,10,2,3,12,11,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,"Availability of transportation,Cost of attendance,Class sizes,Safety and security,Diversity and inclusion,Curriculum and academic rigor,Bilingual Education Program,Career and Technical Education programs,Social Emotional Learning Programs",,Other (Please specify),Saw new campus in Houston,Yes,Good reputation ,Better opportunities ,Gifted and Talented
R_1mzxAeaAx0uiBoi,EN,Permian Basin,Yukon,,2nd Grade,"$100,000 - $149,999",2,3,10,4,9,7,6,12,5,8,1,11,Music and Art,"Reputation for academic excellence/Track record of success,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,Developing a well-rounded skillset,,,,Other (Please specify),Have a child that already attendeds,No,Having a non skilled MONTESSORI teacher and my child falling behind ,I expect my child have a full day of studies unlike other school where she only had 30min with the teacher ,Want my child to be proud of them self in school
R_1mfkoxBJzjwNW1J,EN,Tarrant County,Achieve,Rise,"Kinder,1st Grade","$75,000 - $99,999",,,,,,,,,,,,,,,,Other (Please specify),,"Availability of transportation,Cost of attendance,Class sizes,Safety and security",,Online search,,Yes,,No,
R_2sXSyYo7j39zgKF,EN,Permian Basin,Yukon,Travis,Kinder,"$75,000 - $99,999",1,4,9,3,8,2,6,11,10,5,7,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits,Other (Please specify)",Enjoy learning experience,Other (Please specify),I don't have any concerns and want my child to be enrolled if a spot opens up,Referral from friend or family member,,No,It will be my child's first time enrolling in a school other than daycare and love what IDEA stands for with education curriculum,"Organized, grouping children together based on how fast they learn or what they may or may not know",I am more than willing to help with my child's education goals set by IDEA Public Schools to best prepare my child for college with a bright and successful future
R_1gUSEw7sodsfd0p,EN,Rio Grande Valley,Weslaco Pike,Weslaco ,"Pre-k,2nd Grade","$50,000 - $74,999",3,1,4,5,7,6,9,11,10,8,2,12,,The availability of individualized learning opportunities,,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,"Class sizes,Safety and security",,Other (Please specify),Employed ,Yes,,,
R_2zAqnhsgOMRdhmT,EN,Rio Grande Valley,Brownsville,,7th Grade,"$75,000 - $99,999",1,2,3,4,8,9,6,11,7,10,5,12,,Reputation for academic excellence/Track record of success,,"Preparing for college,Developing a well-rounded skillset",,,,Referral from friend or family member,,Yes,,,
R_274qcVQIHySwYY9,EN,Rio Grande Valley,Weslaco Pike,,"2nd Grade,8th Grade","$50,000 - $74,999",11,3,5,6,9,7,1,10,8,4,2,12,,Reputation for academic excellence/Track record of success,,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,,,Referral from friend or family member,,Yes,,,
R_3inmlZ9C0jLIPRr,EN,Tampa,Hope,,7th Grade,"Less than $25,000",3,1,8,7,10,4,6,11,5,9,2,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,"Class sizes,Safety and security,Diversity and inclusion,Curriculum and academic rigor",,Online search,,No,"Curriculum, transportation and location ","Transportation, School Meals Program and college prep",
R_3fAAmVfNAmQ13oF,EN,Rio Grande Valley,Riverview,,5th Grade,"$150,000 - $199,999",2,1,6,5,7,9,3,11,10,4,8,12,,Reputation for academic excellence/Track record of success,,"Preparing for college,Developing strong character traits",,"Safety and security,Curriculum and academic rigor,Career and Technical Education programs",,Referral from friend or family member,,No,A lot incidents with no repercussion for students and lack of communication with parents,Na,
R_1EWINrFgE4ifL9t,EN,Jacksonville,River Bluff,,"Kinder,2nd Grade","Less than $25,000",1,5,8,2,3,7,9,11,10,4,6,12,,Focus on whole child development,,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,,,Billboard or other outdoor advertising,,No,Southside estate elementary school isn't a vary rounded school ,,Art
R_O86zt2qxYRYkGfT,ES-ES,Tampa,Victory,,6th Grade,"$25,000 - $49,999",1,8,11,4,9,7,6,5,10,2,3,12,,Reputation for academic excellence/Track record of success,,Preparing for college,,"Availability of transportation,Safety and security,Curriculum and academic rigor,Bilingual Education Program,Career and Technical Education programs,Social Emotional Learning Programs",,Online search,,Yes,,,
R_3EEapwRtflqOHSP,EN,Rio Grande Valley,McAllen,,"1st Grade,3rd Grade","Less than $25,000",1,2,3,4,5,6,7,9,8,10,11,12,,Highly qualified and trained staff,,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,Safety and security,,Referral from friend or family member,,No,Learning improvement on children that attend idea ,High security and great teachers ,
R_3ElQ2R6EVm4opu3,EN,Austin,Kyle,,7th Grade,"$100,000 - $149,999",6,2,7,5,9,8,1,10,11,3,4,12,,"Reputation for academic excellence/Track record of success,Commitment to college preparation",,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,"Class sizes,Safety and security,Diversity and inclusion,Curriculum and academic rigor,Social Emotional Learning Programs",,Referral from friend or family member,,Yes,"Location,  secure",,
R_1MLHO7siJEHJATw,EN,Permian Basin,Yukon,,"1st Grade,7th Grade","$25,000 - $49,999",2,3,4,5,8,1,9,11,10,6,7,12,,Reputation for academic excellence/Track record of success,,"Developing a well-rounded skillset,Developing strong character traits",,Availability of transportation,,"Referral from friend or family member,Social media",,Yes,One school for all my kids ,Smaller classes more focused ,
R_6x5fR6EOSoJsDqF,EN,San Antonio,Ingram Hills,"Ingram is closer but also looked into Monterrey Park because Ingram only went to 11th grade. I have an older child going into 10th grade, Zion Aguirre. ","1st Grade,4th Grade,10th Grade","Less than $25,000",3,6,7,5,11,4,10,8,9,2,1,12,,"Focus on whole child development,The availability of individualized learning opportunities",,"Developing a well-rounded skillset,Developing strong character traits",,Cost of attendance,,Other (Please specify),Advocate ,No,"Zion was cyber bullied at John Jay and they didn't follow him IEP. Zethan did speech therapy and occupational therapy at him. I tried to get the school to also help him with these concerns and the year is almost over and we still don't have a meeting set. Zion Zakai and Zethan all experienced bullying as well as my younger boys jackets and sweaters being taken from their cubby resulting in having to buy more. This school year alone I bought my Kinder kid 6 jackets and 3 sweaters, And Zakai 3 jackets, 2 sweaters. They no longer feel safe to take their jackets off. I am trying to bring up my kids differently than the world out there, as the leaders they were born to be. ","Smaller class size, more opportunity for hand on learning with like minded students, teachers, and parents.",All children are capable of great things. I am hoping the teaching styles at Idea can be tailored to the individual child as a whole so that child can unlock that greatness inside themselves. 
R_2VQKOZA3BpgY7Fr,EN,Rio Grande Valley,San Juan,,"1st Grade,5th Grade","$25,000 - $49,999",1,2,4,5,3,7,6,8,9,10,11,12,,Reputation for academic excellence/Track record of success,,"Preparing for college,Developing strong character traits",,"Class sizes,Bilingual Education Program",,Online search,,Yes,The standards ,The best,
R_1oo2fvEIOLYcdVR,ES-ES,Rio Grande Valley,Pharr,,6th Grade,"$25,000 - $49,999",1,2,3,4,6,5,7,8,9,10,11,12,,"Reputation for academic excellence/Track record of success,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,Safety and security,,Referral from friend or family member,,No,Nivel de aprendizaje ,,
R_3HS5rzPz44egQdb,EN,El Paso,Edgemere,,1st Grade,"$25,000 - $49,999",1,4,8,6,5,3,2,10,11,9,7,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,Other (Please specify),N/A,"Referral from friend or family member,Other (Please specify)",Currently enrolled,Yes,N/A,N/A,N/A
R_29dglZMa3rTgxe8,EN,San Antonio,Hidden Meadow,,1st Grade,"$75,000 - $99,999",3,6,8,5,4,1,7,9,10,2,11,12,,"Focus on whole child development,The availability of individualized learning opportunities,Other (Please specify)",RISE program,Developing a well-rounded skillset,,"Diversity and inclusion,Social Emotional Learning Programs",,Referral from friend or family member,,No,Relocation ,Smaller class sizes,
R_2R3PbbzHvEi7HMm,EN,Permian Basin,Yukon,,Kinder,"$50,000 - $74,999",5,7,8,1,2,4,3,12,9,10,6,11,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,,,Referral from friend or family member,,No,,Parent/Teacher Communication ,
R_1lfMroshfM1Wbn2,EN,,,Odessa ,"Pre-k,4th Grade,6th Grade","$100,000 - $149,999",5,7,9,8,11,4,10,2,3,6,1,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,"Cost of attendance,Social Emotional Learning Programs",,Other (Please specify),My son attended a few months of year 2021,No,"Preparation for college, advanced academic learning ","Team work, where child will have support ",I think that Idea its ideal for growing educational and have more opportunities for our kids
R_ONCcElLVzfeT2F3,EN,Permian Basin,Yukon,,6th Grade,"$25,000 - $49,999",2,3,6,10,4,5,7,12,8,9,1,11,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,Class sizes,,Other (Please specify),I am a teacher at IDEA ,No,I Love idea and their focus on the youth. His current school was not good with parent communication until the end of the year.,ELA and Math support and parent involvement ,We are extremely excited for him to be apart of a school who wants him to be successful.
R_UXyitcBZYSPz06R,ES-ES,Austin,Round Rock Tech,,"Pre-k,1st Grade","$25,000 - $49,999",1,3,6,9,8,2,10,5,11,4,7,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,"Cost of attendance,Class sizes,Safety and security,Curriculum and academic rigor,Bilingual Education Program,Career and Technical Education programs,Social Emotional Learning Programs",,Referral from friend or family member,,,La calidad de educación que imparten,"Exigencia, más compromiso",Que mis hijos puedan estudiar este año en IDEA en Round Rock!
R_1o73PRhz6YwdOUP,EN,San Antonio,Burke,,"Kinder,4th Grade","$25,000 - $49,999",3,6,7,8,11,5,4,10,9,2,1,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,The availability of individualized learning opportunities",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,"Availability of transportation,Safety and security",,Referral from friend or family member,,Yes,Dedication for each scholar,Focus on college/university ,"Safety, front scurity would be amazing and peace on mind for us parents."
R_3G9gUwM4LJlZtog,ES-ES,Tarrant County,Southeast,,5th Grade,"Less than $25,000",1,4,6,2,11,7,5,10,9,8,3,12,,"Focus on whole child development,Commitment to college preparation,The availability of individualized learning opportunities",,Pursuing a specific career of field,,"Safety and security,Career and Technical Education programs",,"Online search,Billboard or other outdoor advertising",,Yes,,,
R_3HpFaDESkO2AQ0Y,EN,Rio Grande Valley,Edinburg,,Kinder,"$50,000 - $74,999",1,8,7,2,4,3,11,5,9,10,6,12,,Other (Please specify),"none, Idea schools do not provide what they advertise. I will not send my child to any Idea schools",Developing a well-rounded skillset,,"Class sizes,Other (Please specify)",lack of trained instructors specializing in child development and education,Referral from friend or family member,,Yes,I am not enrolling  child in a new school,Instructors specializing in child development and education,"I want my child to become a well rounded individual, not another worker bee that Idea is sputtering out every year"
R_2eOniMdPazhKl2D,EN,San Antonio,Burke,No,5th Grade,"$75,000 - $99,999",2,5,9,7,3,6,8,11,10,4,1,12,,Reputation for academic excellence/Track record of success,,Developing a well-rounded skillset,,"Class sizes,Diversity and inclusion",,Online search,,No,Not happy with current school ,"Transparency, communication ",
R_2v6b6cyMxpbg04W,ES-ES,Greater Houston Area,Hardy,,Kinder,"$25,000 - $49,999",1,4,5,6,7,8,11,2,9,10,3,12,,Reputation for academic excellence/Track record of success,,Preparing for college,,Availability of transportation,,Referral from friend or family member,,No,Su maestra me la recomendó ,Mejor educación ,
R_064dVaVdlXPOd1f,EN,Tarrant County,Edgecliff,,3rd Grade,"$50,000 - $74,999",1,3,4,5,6,9,8,11,10,2,12,7,,Commitment to college preparation,,Preparing for college,,,,,,Yes,,,
R_2wMIB6H4M92263z,EN,San Antonio,Judson,,2nd Grade,"$75,000 - $99,999",,,,,,,,,,,,,,Commitment to college preparation,,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field",,"Class sizes,Safety and security",,Billboard or other outdoor advertising,,Yes,Location,College prep,
R_2VDvsBH4AJfLyNa,ES-ES,El Paso,Horizon Vista,,6th Grade,"$150,000 - $199,999",1,2,4,5,6,7,10,8,9,3,11,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Commitment to college preparation,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset",,"Safety and security,Diversity and inclusion,Curriculum and academic rigor",,"Social media,Billboard or other outdoor advertising",,Yes,Nueva etapa escolar ,Mejor educación académica ,No
R_2rIT1VNVX2uv8ql,ES-ES,Tarrant County,Edgecliff,,"3rd Grade,9th Grade","$25,000 - $49,999",2,3,4,5,6,1,8,10,11,9,7,12,,Reputation for academic excellence/Track record of success,,Developing a well-rounded skillset,,"Safety and security,Bilingual Education Program,Social Emotional Learning Programs",,Referral from friend or family member,,No,Mejorar el nivel académico ,Mejores programas curriculares,
R_yCLNaNDmIRC4lLH,EN,Rio Grande Valley,McAllen,,Kinder,"Less than $25,000",3,9,4,5,6,7,11,12,10,2,1,8,Making friends ,"The availability of extracurricular activities,Focus on whole child development,Highly qualified and trained staff",,Developing strong character traits,,"Class sizes,Curriculum and academic rigor,Social Emotional Learning Programs",,Referral from friend or family member,,Yes,,,I understand about how important to have homework but pre k or kindergarten shouldn’t have homework.
R_3KOfsOnR1uySoyi,ES-ES,El Paso,Rio Vista,,7th Grade,"Less than $25,000",8,5,11,10,3,7,9,2,1,6,4,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Family partnership approach",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field",,"Class sizes,Safety and security,Bilingual Education Program",,Referral from friend or family member,,Yes,Cambio de ciudad ,Mejor educación ,
R_2wcommT05ldpZsl,EN,Rio Grande Valley,Frontier,,Kinder,"$75,000 - $99,999",3,6,8,7,5,4,9,10,11,2,1,12,,"Reputation for academic excellence/Track record of success,Commitment to college preparation,Family partnership approach",,"Preparing for college,Developing a well-rounded skillset",,,,"Online search,Other (Please specify)",I had a dream that my child was at Frontier in 2001,Yes,Commitment to excellence,N/A,
R_x3pLeMKFyt1eUHT,EN,Rio Grande Valley,Harlingen,,3rd Grade,"$25,000 - $49,999",3,5,6,4,7,1,2,8,9,10,11,12,,Highly qualified and trained staff,,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,Other (Please specify),Lack of one on one learning ,Other (Please specify),Reputation ,No,College preparation ,More security and advantage math,To learn how to read at grade level
R_2ZOzVKARqxGnLlO,ES-ES,El Paso,Horizon Vista,,6th Grade,"$50,000 - $74,999",1,2,3,4,7,8,9,10,6,11,5,12,,Highly qualified and trained staff,,Developing a well-rounded skillset,,Safety and security,,A Community Event,,Yes,La distancia a nuestra casa ,,
R_31KGlncZPGv1YHm,EN,Permian Basin,Yukon,,"Kinder,5th Grade","$25,000 - $49,999",1,2,3,6,4,7,5,8,9,10,11,12,,Reputation for academic excellence/Track record of success,,Preparing for college,,,,Referral from friend or family member,,Yes,Que está cerca de mi casa y me parece una excelente escuela ,Que tengan más disciplina ,
